Timestamp           | Source IP       | Destination IP | Protocol | Port | Action
2023-11-24 04:57:36 | 203.0.113.203   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:57:38 | 192.0.2.191     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:57:40 | 198.51.100.196  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:57:42 | 203.0.113.206   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:57:44 | 192.0.2.193     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:57:46 | 198.51.100.199  | 10.20.30.40    | TCP      | 443  | Allowed
2023-11-24 04:57:48 | 203.0.113.209   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:57:50 | 192.0.2.195     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:57:52 | 198.51.100.202  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:57:54 | 203.0.113.212   | 10.20.30.40    | TCP      | 22   | Allowed
2023-11-24 04:57:56 | 192.0.2.197     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:57:58 | 198.51.100.205  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:58:40 | 192.0.2.3       | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:58:42 | 198.51.100.8    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:58:44 | 203.0.113.17    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:58:46 | 192.0.2.5       | 10.20.30.40    | TCP      | 443  | Allowed
2023-11-24 04:58:48 | 198.51.100.11   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:58:50 | 203.0.113.20    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:58:52 | 192.0.2.7       | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:58:54 | 198.51.100.14   | 10.20.30.40    | TCP      | 22   | Allowed
2023-11-24 04:58:56 | 203.0.113.23    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:58:58 | 192.0.2.9       | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:00 | 192.0.2.5       | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:02 | 198.51.100.10   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:04 | 203.0.113.20    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:06 | 192.0.2.7       | 10.20.30.40    | TCP      | 443  | Allowed
2023-11-24 04:59:08 | 198.51.100.13   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:10 | 203.0.113.23    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:12 | 192.0.2.9       | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:14 | 198.51.100.16   | 10.20.30.40    | TCP      | 22   | Allowed
2023-11-24 04:59:16 | 203.0.113.26    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:18 | 192.0.2.11      | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:20 | 198.51.100.15   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:22 | 203.0.113.24    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:24 | 192.0.2.10      | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:26 | 198.51.100.19   | 10.20.30.40    | TCP      | 443  | Allowed
2023-11-24 04:59:28 | 203.0.113.28    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:30 | 192.0.2.12      | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:32 | 198.51.100.22   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:34 | 203.0.113.31    | 10.20.30.40    | TCP      | 22   | Allowed
2023-11-24 04:59:36 | 192.0.2.14      | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:38 | 198.51.100.26   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:40 | 192.0.2.15      | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:45 | 198.51.100.29   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:50 | 203.0.113.42    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:55 | 192.0.2.18      | 10.20.30.40    | TCP      | 443  | Denied
2023-11-24 04:59:57 | 198.51.100.33   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 04:59:59 | 203.0.113.47    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:02 | 192.0.2.20      | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:04 | 198.51.100.38   | 10.20.30.40    | TCP      | 22   | Allowed
2023-11-24 05:00:06 | 203.0.113.52    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:09 | 192.0.2.23      | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:11 | 203.0.113.5     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:11 | 203.0.113.6     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:12 | 203.0.113.7     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:12 | 203.0.113.8     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:12 | 203.0.113.9     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:13 | 93.184.216.34   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:13 | 203.0.113.10    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:13 | 203.0.113.11    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:13 | 203.0.113.12    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:13 | 203.0.113.13    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:14 | 203.0.113.14    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:15 | 203.0.113.15    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:15 | 203.0.113.16    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:16 | 93.184.216.34   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:16 | 203.0.113.17    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:17 | 203.0.113.18    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:17 | 203.0.113.19    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:18 | 203.0.113.20    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:19 | 203.0.113.21    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:19 | 203.0.113.22    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:20 | 93.184.216.34   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:20 | 203.0.113.23    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:21 | 203.0.113.24    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:21 | 203.0.113.25    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:22 | 203.0.113.26    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:23 | 203.0.113.27    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:23 | 203.0.113.28    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:24 | 93.184.216.34   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:24 | 203.0.113.29    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:25 | 203.0.113.30    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:25 | 203.0.113.31    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:26 | 93.184.216.34   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:26 | 203.0.113.32    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:27 | 203.0.113.33    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:27 | 203.0.113.34    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:28 | 93.184.216.34   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:28 | 203.0.113.35    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:29 | 203.0.113.36    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:29 | 203.0.113.37    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:30 | 93.184.216.34   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:30 | 203.0.113.38    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:31 | 203.0.113.39    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:31 | 203.0.113.40    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:32 | 93.184.216.34   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:32 | 203.0.113.41    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:33 | 203.0.113.42    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:33 | 203.0.113.43    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:34 | 93.184.216.34   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:34 | 203.0.113.44    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:35 | 203.0.113.45    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:36 | 93.184.216.34   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:36 | 203.0.113.37    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:37 | 93.184.216.34   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:37 | 203.0.113.38    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:38 | 203.0.113.39    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:38 | 203.0.113.40    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:39 | 203.0.113.41    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:39 | 203.0.113.42    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:40 | 203.0.113.43    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:40 | 203.0.113.44    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:41 | 203.0.113.45    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:41 | 93.184.216.34   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:42 | 192.0.2.10      | 10.50.60.70    | TCP      | 80   | Allowed
2023-11-24 05:00:42 | 198.51.100.20   | 10.50.60.71    | TCP      | 80   | Allowed
2023-11-24 05:00:43 | 203.0.113.30    | 10.50.60.72    | TCP      | 80   | Allowed
2023-11-24 05:00:43 | 172.16.0.40     | 10.50.60.73    | TCP      | 80   | Allowed
2023-11-24 05:00:44 | 169.254.1.50    | 10.50.60.74    | TCP      | 80   | Allowed
2023-11-24 05:00:44 | 192.168.1.60    | 10.50.60.75    | TCP      | 80   | Allowed
2023-11-24 05:00:45 | 203.0.113.44    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:45 | 203.0.113.46    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:48 | 198.51.100.53   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:52 | 203.0.113.67    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:00:56 | 192.0.2.89      | 10.20.30.40    | TCP      | 8080 | Allowed
2023-11-24 05:01:01 | 198.51.100.72   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:01:05 | 203.0.113.78    | 10.20.30.40    | TCP      | 443  | Allowed
2023-11-24 05:01:10 | 192.0.2.102     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:01:14 | 198.51.100.84   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:01:19 | 203.0.113.91    | 10.20.30.40    | TCP      | 22   | Allowed
2023-11-24 05:01:23 | 192.0.2.115     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:01:28 | 198.51.100.97   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:01:32 | 203.0.113.105   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:01:37 | 192.0.2.128     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:01:41 | 198.51.100.110  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:01:46 | 203.0.113.118   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:01:50 | 192.0.2.141     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:01:54 | 198.51.100.120  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:01:58 | 203.0.113.125   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:02:02 | 192.0.2.150     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:02:06 | 198.51.100.130  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:02:10 | 203.0.113.135   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:02:14 | 192.0.2.160     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:02:18 | 198.51.100.140  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:02:22 | 203.0.113.145   | 10.20.30.40    | TCP      | 80   | Denied
2023-11-24 05:02:26 | 192.0.2.170     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:02:30 | 198.51.100.150  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:02:34 | 203.0.113.155   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:02:38 | 192.0.2.180     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:02:42 | 198.51.100.160  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:02:46 | 203.0.113.165   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:02:50 | 192.0.2.190     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:02:54 | 198.51.100.170  | 10.20.30.40    | TCP      | 443  | Allowed
2023-11-24 05:02:58 | 203.0.113.175   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:03:02 | 192.0.2.200     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:03:06 | 198.51.100.180  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:03:10 | 203.0.113.185   | 10.20.30.40    | TCP      | 22   | Allowed
2023-11-24 05:03:14 | 192.0.2.210     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:03:18 | 198.51.100.190  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:03:22 | 203.0.113.195   | 10.20.30.40    | TCP      | 80   | Denied
2023-11-24 05:03:26 | 192.0.2.220     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:03:30 | 198.51.100.200  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:03:34 | 203.0.113.205   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:03:38 | 192.0.2.230     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:03:42 | 198.51.100.210  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:03:46 | 203.0.113.215   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:03:50 | 192.0.2.240     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:03:54 | 198.51.100.220  | 10.20.30.40    | TCP      | 443  | Allowed
2023-11-24 05:03:58 | 203.0.113.225   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:04:02 | 192.0.2.250     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:04:06 | 198.51.100.230  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:04:10 | 203.0.113.235   | 10.20.30.40    | TCP      | 22   | Denied
2023-11-24 05:04:14 | 192.0.2.260     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:04:18 | 198.51.100.240  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:04:22 | 203.0.113.245   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:04:26 | 192.0.2.270     | 10.20.30.40    | TCP      | 80   | Denied
2023-11-24 05:04:30 | 198.51.100.250  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:04:34 | 203.0.113.255   | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:04:38 | 192.0.2.280     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:04:42 | 198.51.100.260  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:04:46 | 203.0.113.5     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:04:50 | 192.0.2.290     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:04:54 | 198.51.100.270  | 10.20.30.40    | TCP      | 443  | Denied
2023-11-24 05:04:58 | 203.0.113.15    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:05:02 | 192.0.2.300     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:05:06 | 198.51.100.280  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:05:10 | 203.0.113.25    | 10.20.30.40    | TCP      | 22   | Allowed
2023-11-24 05:05:14 | 192.0.2.310     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:05:18 | 198.51.100.290  | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:05:22 | 203.0.113.35    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:05:26 | 192.0.2.320     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:05:30 | 198.51.100.300  | 10.20.30.40    | TCP      | 80   | Denied
2023-11-24 05:05:34 | 203.0.113.45    | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:05:38 | 192.0.2.330     | 10.20.30.40    | TCP      | 80   | Allowed
2023-11-24 05:05:42 | 198.51.100.310  | 10.20.30.40    | TCP      | 80   | Allowed
